,證券代碼,年月日,開盤價(元),最低價(元),最高價(元),收盤價(元),成交量(千股),報酬率％,SMA,WMA,Momentum,Stoch K%,Stoch D%,RSI,MACD,LW R%,A/D oscillator,CCI
2042,Y9999 加權指數,2021-05-11,17137.19,16460.87,17137.19,16583.13,17856079,-3.7857,17182.776,17058.948909090912,-1012.7700000000004,9.793649267839564,49.74934205858759,36.13432745210585,190.2132751536575,90.20635073216043,-0.14552282942985856,-125.29618480437485
2043,Y9999 加權指數,2021-05-12,16515.88,15165.27,16552.63,15902.37,20092847,-4.1051,17013.423,16826.14781818182,-1665.159999999998,28.974512177864455,42.96707498230142,25.931613871549896,151.09992422856752,71.02548782213553,-0.021984200207588504,-220.92994210193024
2044,Y9999 加權指數,2021-05-13,15668.33,15368.54,16031.93,15670.1,14638813,-1.4606,16823.68,16581.907272727272,-1896.5599999999995,19.844258557524494,35.75573119755742,23.42424671124757,100.17672857528926,80.1557414424755,0.19529989900360212,-171.0744730959073
2045,Y9999 加權指數,2021-05-14,15819.24,15702.1,16075.48,15827.09,12850841,1.0018,16649.722999999998,16400.70909090909,-1395.2599999999984,27.788064677306267,30.54166121523736,28.608333539827775,46.79718983642294,72.21193532269373,1.08570357276769,-103.71860372886921
2046,Y9999 加權指數,2021-05-17,15554.99,15159.86,15719.74,15353.89,13148568,-2.9898,16462.877,16165.10309090909,-1579.8899999999994,8.94687576370984,28.883844011493636,23.320784760388285,-12.979983426383939,91.05312423629016,-0.1917375151818256,-115.59556182928502
2047,Y9999 加權指數,2021-05-18,15564.96,15564.96,16153.77,16145.98,10897361,5.1589,16384.097,16107.485454545455,-697.4599999999991,45.98132061307178,30.78637877810028,42.93661323579879,-60.96653452534586,54.01867938692821,1.358468776005841,-45.781925015406024
2048,Y9999 加權指數,2021-05-19,16112.21,16009.76,16273.98,16132.66,11332207,-0.0825,16313.019,16061.769636363637,-861.7000000000007,45.360228666284264,33.47776797166303,42.73235807442269,-99.12097552776339,54.639771333715736,0.4844447808644324,-19.196868342011538
2049,Y9999 加權指數,2021-05-20,16122.52,15943.45,16154.08,16042.36,10554659,-0.5597,16217.819,16012.558909090909,-1242.6399999999994,41.149672900900384,34.32650063919508,41.254089721986766,-130.32748856406556,58.85032709909961,0.10169491525423802,-22.2837553613168
2050,Y9999 加權指數,2021-05-21,16136.86,16136.86,16431.14,16302.06,10040039,1.6188,16119.525,16027.875454545456,-933.5500000000011,53.259100722275775,33.648473332699574,47.1017170333689,-151.1028734429192,46.740899277724225,1.3211227402473846,29.050042706213127
2051,Y9999 加權指數,2021-05-24,16246.52,16136.97,16397.59,16338.29,9718105,0.2222,16029.793000000001,16067.65090909091,-244.84000000000015,59.59703236182131,34.06947157085982,47.905516401462855,-163.32872676859915,40.40296763817869,0.36654899854193984,64.75174814221215
2052,Y9999 加權指數,2021-05-25,16444.75,16444.75,16657.6,16595.67,12484201,1.5753,16031.047,16170.537636363635,693.2999999999975,95.86510342248987,42.676616986324845,53.484645067438564,-165.07639313044496,4.134896577510139,1.5001644350481553,145.4527360828531
2053,Y9999 加權指數,2021-05-26,16645.17,16523.23,16706.29,16643.69,9220132,0.2894,16105.179,16281.927272727271,973.5899999999983,95.95196678802131,49.37436244734053,54.4949195327323,-159.02254579540818,4.048033211978696,0.6042827488255317,121.64263601146827
2054,Y9999 加權指數,2021-05-27,16591.7,16419.42,16601.61,16601.61,10717817,-0.2528,16198.329999999998,16372.187454545454,774.5200000000004,93.2308607567106,56.713022667259146,53.366367096916335,-148.70513077095364,6.769139243289402,-0.23096767111256145,84.74259071035658
2055,Y9999 加權指數,2021-05-28,16690.04,16690.04,16889.01,16870.86,11695052,1.6218,16302.707,16494.465636363635,1516.9700000000012,98.95035132868763,63.82925133239728,59.351186763553635,-131.62159449339686,1.0496486713123643,1.4444388601296747,120.25416438147563
2056,Y9999 加權指數,2021-05-31,16948.47,16939.91,17113.33,17068.43,12753627,1.1711,16474.161,16633.688000000002,922.4500000000007,97.10017631444671,72.64458138747096,63.20156943613626,-107.7406254985467,2.899823685553282,1.3981663014646437,141.73694477965472
2057,Y9999 加權指數,2021-06-01,17098.49,17060.45,17184.3,17162.38,10763106,0.5504,16575.801,16758.818727272726,1029.7200000000012,98.2334689930291,77.86979622546669,64.95548757970965,-79.10655716267611,1.766531006970884,0.935567218409369,135.98606104859002
2058,Y9999 加權指數,2021-06-02,17192.91,17056.42,17274.66,17165.04,12360554,0.0155,16679.039,16865.95309090909,1122.6800000000003,91.76538637780673,82.51031199661894,65.00795523880647,-48.77164482858731,8.234613622193276,0.5144794721407534,110.36340418644208
2059,Y9999 加權指數,2021-06-03,17201.3,17198.89,17311.28,17246.16,11079030,0.4726,16799.419,16969.066000000003,944.1000000000004,94.45513530082943,87.84085823661185,66.69743556682602,-17.555499991581723,5.544864699170571,1.3011833793041971,103.25494187526944
2060,Y9999 加權指數,2021-06-04,17225.06,17084.49,17225.06,17147.41,11138533,-0.5726,16883.953999999998,17032.33709090909,809.119999999999,86.04542241827124,91.11949040621138,62.60873417376451,11.041096371446784,13.954577581728767,-0.15010315145478118,67.37892293215992
2061,Y9999 加權指數,2021-06-07,17176.09,16775.85,17189.23,17083.91,11588834,-0.3703,16958.515999999996,17068.692727272726,488.2400000000016,74.50608839952471,92.61039600998174,59.98156428772346,35.45845935996851,25.493911600475283,0.1011659973873908,24.17305539213024
2062,Y9999 加權指數,2021-06-08,17094.34,17056.53,17181.52,17076.21,7966537,-0.0451,17006.57,17090.09163636364,432.52000000000044,73.64272419438034,90.38815808717078,59.64435689693115,55.772695314677634,26.35727580561966,0.7809424753980265,41.06556798471403
2063,Y9999 加權指數,2021-06-09,17082.52,16907.43,17082.52,16966.22,8780835,-0.6441,17038.823,17082.755272727274,364.6100000000006,61.31007108739068,86.92396851710772,54.75839604449335,70.56832145383967,38.68992891260932,0.03603860871552518,-16.379977207108013
2064,Y9999 加權指數,2021-06-10,17024.54,16978.01,17159.22,17159.22,9652249,1.1376,17094.584000000003,17104.645636363635,288.3600000000006,75.52314725387963,85.15319716682461,60.98898956951625,84.04774150313263,24.47685274612037,1.0650626345124279,16.371269489072514
2065,Y9999 加權指數,2021-06-11,17200.45,17193.61,17278.55,17213.52,8846548,0.3164,17128.85,17126.270363636366,145.09000000000015,81.74177763666617,83.43233979762248,62.599163363838215,96.6703385841042,18.258222363333832,1.404874028726159,107.1042486002657
2066,Y9999 加權指數,2021-06-15,17279.7,17279.7,17371.29,17371.29,9141252,0.9165,17159.136000000002,17170.350363636364,208.90999999999985,100.0,83.7223221661778,66.99683887523659,110.39099518020993,-0.0,1.7225679659351478,161.0007364498127
2067,Y9999 加權指數,2021-06-16,17357.37,17275.02,17398.22,17307.86,10878514,-0.3651,17173.684,17197.391090909092,142.8199999999997,85.48130533284056,82.44710580015894,63.653415662428756,122.81704270456918,14.518694667159437,0.2185876623376634,111.06048166203045
2068,Y9999 加權指數,2021-06-17,17254.84,17150.52,17390.61,17390.61,9302890,0.4781,17196.241,17236.832181818183,144.45000000000073,98.77725468772586,83.14829263115087,66.10529809481625,134.82056343577742,1.2227453122741427,0.344662418259819,78.02842760443478
2069,Y9999 加權指數,2021-06-18,17384.74,17318.54,17417.5,17318.54,11033579,-0.4144,17203.479,17259.068363636365,171.13000000000102,84.57726174705854,82.16050527577377,62.054388525978425,144.4728900738345,15.422738252941459,0.2717259498787354,88.78137245377177
2070,Y9999 加權指數,2021-06-21,17305.49,17023.31,17305.49,17062.98,10773756,-1.4756,17195.036,17233.52309090909,-20.93000000000029,44.74869477129282,78.03083251107594,49.985748628001794,147.7389494107737,55.25130522870718,-0.0462470763342521,-32.08578603113987
2071,Y9999 加權指數,2021-06-22,17162.71,17075.55,17270.47,17075.55,12102644,0.0737,17194.2,17211.79836363636,-0.6599999999998545,32.96018193581255,73.87624186470472,50.511751122931024,146.69482795690269,67.03981806418746,1.0644879950749004,-37.22460788330404
2072,Y9999 加權指數,2021-06-23,17127.59,17127.59,17375.79,17336.71,11438705,1.5294,17220.25,17237.709272727272,370.48999999999796,84.16099751014549,74.92806919628123,60.17957616771101,146.83621134179873,15.839002489854515,1.2096696212731697,38.71341400880051
2073,Y9999 加權指數,2021-06-24,17358.57,17319.89,17439.63,17407.96,9578597,0.411,17264.424,17271.838363636365,248.73999999999796,93.1393787097609,78.11099995851825,62.40586976205685,148.51531735112067,6.8606212902390995,0.8595289794554912,97.91140166361286
2074,Y9999 加權指數,2021-06-25,17471.07,17471.07,17597.33,17502.99,10145572,0.5459,17298.801,17315.214,289.47000000000116,83.5650325772621,78.9151884908565,65.28234287793397,152.24786829754007,16.434967422737902,1.4998415967052081,172.00924048130108
2075,Y9999 加權指數,2021-06-28,17531.82,17481.23,17595.51,17590.97,10047162,0.5027,17336.546,17368.335636363634,219.6800000000003,98.89202466812993,80.63021319400288,67.81553046985655,158.12847808757533,1.1079753318700702,0.8095904795239565,151.45735349906442
2076,Y9999 加權指數,2021-06-29,17621.15,17541.14,17713.24,17598.19,11551535,0.041,17359.235999999997,17415.907272727272,290.3299999999981,83.32439522850103,78.96265271685297,68.02824353665706,164.80196235906078,16.675604771498975,0.7104590354445025,133.63231411404018
2077,Y9999 加權指數,2021-06-30,17648.25,17648.25,17797.27,17755.46,11204532,0.8937,17403.996000000003,17487.948000000004,364.84999999999854,94.5979120367976,79.87431338724869,72.43721327598837,173.75610391099107,5.402087963202407,1.3359280633472095,134.6806137795161
2078,Y9999 加權指數,2021-07-01,17801.19,17644.36,17863.9,17713.94,13164999,-0.2338,17436.328999999998,17544.301454545457,395.3999999999978,82.16014941886024,78.21260286036213,69.62091096159722,182.6118737079746,17.83985058113976,0.49394187847317983,104.40505850260531
2079,Y9999 加權指數,2021-07-02,17745.69,17676.98,17795.88,17710.15,12310475,-0.0214,17475.49,17594.08709090909,647.1700000000019,81.70927562783284,77.92580424843956,69.34745498427989,190.46507527328032,18.290724372167166,0.6891505466778918,81.601593611269
2080,Y9999 加權指數,2021-07-05,17783.8,17783.8,17945.52,17919.33,11327332,1.1811,17561.125,17674.785272727273,843.7800000000025,96.98955136384029,83.1498899076943,75.29757524545609,200.18144498676398,3.0104486361597127,1.4554167697254345,119.02367456799571
2081,Y9999 加權指數,2021-07-06,17929.22,17895.78,18008.37,17913.07,9990840,-0.0349,17644.877,17738.775272727275,576.3600000000006,89.18004496014903,88.77187621012794,74.81467473781707,210.00013559449775,10.81995503985097,0.7908339994670674,120.6679509815337
2082,Y9999 加權指數,2021-07-07,17901.25,17756.82,17933.62,17850.69,10361683,-0.3482,17696.275,17776.19581818182,442.72999999999956,77.09737392516843,88.06551385163024,69.85447215784224,217.8943777152708,22.902626074831566,0.11623303167420451,72.39911965467556
2083,Y9999 加權指數,2021-07-08,17880.9,17742.08,17935.11,17866.09,11812352,0.0863,17742.088,17807.071272727273,363.09999999999854,73.51944909733872,86.10352089038803,70.3929168329001,223.91765623397657,26.48055090266127,0.43734134590479407,64.29666275798039
2084,Y9999 加權指數,2021-07-09,17778.12,17597.46,17778.12,17661.48,9944657,-1.1452,17757.936999999998,17792.415272727274,70.5099999999984,34.193952270744056,81.16641285973621,55.70457733239572,224.67771411967288,65.80604772925595,-0.48693678733533285,-53.32423966858658
2085,Y9999 加權指數,2021-07-12,17843.3,17759.9,17947.9,17814.33,10467277,0.8654,17780.273,17802.668545454544,216.14000000000306,58.470132482931874,77.1242236412164,62.24382529984388,224.02559030834772,41.52986751706813,1.5235106382978825,42.77151842810547
2086,Y9999 加權指數,2021-07-13,17931.47,17786.76,18018.04,17847.52,12997799,0.1863,17805.206,17814.895272727274,92.06000000000131,59.455989348043246,74.73738305317065,63.542369378962995,222.5414512051049,40.544010651956754,0.8807938429609,65.07648650623817
2087,Y9999 加權指數,2021-07-14,17892.51,17716.44,17940.86,17845.75,10827135,-0.0099,17814.234999999997,17822.266909090908,131.8100000000013,59.03514194683528,71.1811060441744,63.41313696650046,220.07816576087583,40.96485805316471,0.4159165849745983,12.532007989614453
2088,Y9999 加權指數,2021-07-15,17878.78,17878.78,18034.19,18034.19,9106657,1.0559,17846.260000000002,17862.25872727273,324.03999999999724,100.0,72.96509110228837,70.50833680544373,219.63514733815097,-0.0,1.2125345859339738,148.87508938151387
2089,Y9999 加權指數,2021-07-16,17839.58,17779.61,17926.38,17895.25,10282434,-0.7704,17864.769999999997,17871.165999999997,-24.080000000001746,68.18629359100615,71.6127928986057,60.84214009839538,217.7643174220888,31.81370640899385,-0.7345506574912949,8.735432539007384
2090,Y9999 加權指數,2021-07-19,17854.35,17708.15,17854.35,17789.25,9411627,-0.5923,17851.762,17857.43509090909,-123.81999999999971,43.91500469397592,66.30533823161927,54.50768898363584,212.909137899143,56.08499530602407,-0.27975376196991975,-82.11445839556718
2091,Y9999 加權指數,2021-07-20,17724.92,17500.69,17724.92,17528.74,9624045,-1.4644,17813.329,17798.70381818182,-321.9499999999971,5.257731958763432,57.91310693148072,42.44147549203207,201.79639449981082,94.74226804123657,-0.2868929224457114,-193.0891122696459
2092,Y9999 加權指數,2021-07-21,17593.6,17352.24,17707.56,17458.79,10851632,-0.3991,17774.139,17734.242181818183,-407.2999999999993,15.624312632890934,51.76580080225297,39.81211975193257,185.7681334655578,84.37568736710907,0.5032646628391305,-159.85441183968942
2093,Y9999 加權指數,2021-07-22,17482.81,17482.81,17667.38,17572.33,10160940,0.6503,17744.763,17697.549636363638,-89.14999999999782,32.27362709876107,47.6412186023952,45.861160099534224,168.88721037026602,67.72637290123893,1.1301403261635177,-89.23426137482149
2094,Y9999 加權指數,2021-07-23,17603.95,17511.86,17672.6,17572.92,10052711,0.0034,17735.907,17666.305454545454,-241.4100000000035,32.36014370554991,47.45783774587578,45.89255759823929,151.98126608759117,67.63985629445008,0.6238024138359964,-72.75375539073787
2095,Y9999 加權指數,2021-07-26,17554.93,17403.56,17637.36,17403.56,9321989,-0.9638,17694.829999999998,17605.878727272728,-443.9599999999991,7.525478407507872,42.36337233833338,38.72886141093696,132.89744061034926,92.47452159249214,0.2756201881950493,-93.4233529565149
2096,Y9999 加權指數,2021-07-27,17394.77,17264.5,17459.35,17269.87,9278098,-0.7682,17637.065000000002,17528.61327272727,-575.880000000001,0.6976834829605413,36.487541751825106,34.06496955714765,111.01312104048077,99.30231651703946,0.28632281241979807,-125.47294150908925
2097,Y9999 加權指數,2021-07-28,17252.87,16893.7,17252.87,17135.22,10441371,-0.7797,17566.012000000002,17437.36872727273,-898.9699999999975,21.17686257661188,32.70171381480277,30.01939177246201,86.1194347551581,78.82313742338812,-0.04733134727287937,-178.01831419845757
2098,Y9999 加權指數,2021-07-29,17216.58,17190.48,17402.81,17402.81,8619629,1.5616,17502.874000000003,17407.69563636364,-492.4399999999987,49.299879924081075,27.63170180721088,44.55825508021415,64.71746243691734,50.70012007591893,1.260255263033947,-73.5097269560249
2099,Y9999 加權指數,2021-07-30,17414.77,17237.67,17429.01,17247.41,9849934,-0.893,17438.090000000004,17361.247636363638,-541.8400000000001,36.81986155207411,24.495058603317677,39.290998955731716,43.999135114300685,63.18013844792589,0.1369290268631602,-66.34107498111106
2100,Y9999 加權指數,2021-08-02,17256.61,17231.22,17503.28,17503.28,8433835,1.4835,17409.493000000002,17373.100363636364,-25.460000000002765,73.33557902841605,27.437116036761687,50.085627909755026,28.77736566542219,26.664420971583947,0.9404910681467367,-4.292709812817823
2101,Y9999 加權指數,2021-08-03,17489.12,17456.2,17553.76,17553.76,7297083,0.2884,17411.995,17399.330727272725,94.96999999999753,81.1024009043321,35.02158293131855,51.95817022217347,18.538471993037476,18.897599095667907,0.5174251742517504,59.667728098549695
2102,Y9999 加權指數,2021-08-04,17588.64,17557.18,17636.11,17623.89,8674006,0.3995,17428.505,17437.85709090909,51.55999999999767,93.74630889716276,42.83378255774574,54.58794849375358,13.03611831155389,6.253691102837244,1.0433295324971732,93.47965720370198
2103,Y9999 加權指數,2021-08-05,17624.82,17566.72,17643.97,17603.12,9310147,-0.1179,17431.584,17469.605272727273,30.200000000000728,91.07972782128645,48.71439262999827,53.622046361855105,10.429893436589293,8.920272178713539,0.25993527508092873,89.234491709644
2104,Y9999 加權指數,2021-08-06,17593.85,17469.68,17593.85,17526.28,8507806,-0.4365,17426.920000000002,17486.822727272724,122.71999999999753,84.31364708704837,53.90974296814812,49.98628349552761,8.525819445909665,15.68635291295164,-0.07465571394056993,56.85810787137227
2105,Y9999 加權指數,2021-08-09,17505.01,17350.15,17510.09,17485.15,7894068,-0.2347,17435.079,17497.41,215.28000000000247,78.83162061657808,61.04035718905514,48.048690457027746,6.486017536183798,21.16837938342192,-0.10122545954732289,16.197257198977766
2106,Y9999 加權指數,2021-08-10,17492.45,17305.06,17524.91,17323.64,7424101,-0.9237,17440.456,17477.148363636363,188.41999999999825,57.304703640022716,66.70105920476136,41.097963648143136,1.8764931162580103,42.695296359977284,0.18085057994086268,-22.128233903091417
2107,Y9999 加權指數,2021-08-11,17308.62,17090.25,17327.2,17227.18,8485348,-0.5568,17449.652,17438.370909090907,-175.63000000000102,24.72910496279708,67.05628344337988,37.49827238394424,-5.645284572643647,75.27089503720292,0.01502426672294281,-138.82840719917044
2108,Y9999 加權指數,2021-08-12,17221.35,17139.21,17233.11,17219.94,6583768,-0.042,17431.364999999998,17396.60509090909,-27.470000000001164,23.421584916564044,64.46845394262819,37.226350468182936,-14.700745401262363,76.57841508343596,0.06315228966986368,-125.42819499341506
2109,Y9999 加權指數,2021-08-13,17216.34,16978.11,17216.34,16982.11,8080387,-1.3811,17404.835,17314.922363636364,-521.1699999999983,0.6007268795242238,60.84654047537318,29.435428218198773,-28.003719663414472,99.39927312047577,-0.015111446921036609,-153.60047247044082
2110,Y9999 加權指數,2021-08-16,16941.33,16773.57,16983.59,16858.77,7549787,-0.7263,17340.384,17215.637818181818,-694.989999999998,9.788602941176539,54.491842866649236,26.26765221257561,-45.17558068688568,90.21139705882347,0.0070469479097207905,-152.39670346945226
2111,Y9999 加權指數,2021-08-17,16841.62,16657.63,16870.55,16661.36,6572397,-1.171,17251.144,17092.178909090908,-962.5299999999988,0.3781657440638687,46.41941935062242,22.048005346388035,-66.91880461664965,99.62183425593612,0.05532594401652702,-142.59055826338565
2112,Y9999 加權指數,2021-08-18,16630.99,16418.54,16826.27,16826.27,8581086,0.9898,17171.382,17014.929090909092,-776.8499999999985,33.27240234040292,40.37202869494642,32.162820817556955,-87.60389029964321,66.72759765959708,0.404458833051284,-119.96390931802077
2113,Y9999 加權指數,2021-08-19,16777.78,16375.4,16777.78,16375.4,8740931,-2.6796,17048.61,16870.20509090909,-1150.8799999999992,0.0,31.26405591281778,23.06937627711641,-113.53510959204857,100.0,-0.12050797753367885,-126.72743969871885
2114,Y9999 加權指數,2021-08-20,16426.98,16248.08,16507.11,16341.94,7563826,-0.2043,16930.176,16741.719636363636,-1143.210000000001,7.351017754908687,23.567792979603816,22.543802663447114,-141.67021170900327,92.64898224509132,0.5084739219395461,-123.57816367150916
2115,Y9999 加權指數,2021-08-23,16459.13,16459.13,16785.29,16741.84,7336054,2.4471,16855.845,16707.47672727273,-581.7999999999993,38.670770580265206,19.551707975972526,40.53442800699295,-163.00871033046403,61.3292294197348,1.3593021829776815,-49.68056090360787
2116,Y9999 加權指數,2021-08-24,16830.63,16779.9,16904.3,16818.73,8218076,0.4593,16805.354,16700.728545454545,-408.4500000000007,52.88105122692557,19.10934273466281,43.34567562081331,-177.37036532825584,47.11894877307443,1.3059485530546784,6.250513034581557
2117,Y9999 加權指數,2021-08-25,16821.08,16821.08,17045.86,17045.86,7220691,1.3505,16787.222,16744.45690909091,-174.0799999999981,80.99042668751206,24.73547490713431,50.95567151194691,-182.57821878351416,19.009573312487937,1.010454666785311,61.34762959501571
2118,Y9999 加權指數,2021-08-26,17177.39,16984.69,17201.42,17066.96,7176067,0.1238,16771.924,16795.318363636365,84.84999999999854,84.57232561502065,30.850548976979972,51.62636718746686,-181.0228716178014,15.42767438497934,0.7177594241683107,109.70732609253271
2119,Y9999 加權指數,2021-08-27,17061.1,17000.26,17229.89,17209.93,6876549,0.8377,16794.706,16874.95581818182,351.15999999999985,97.96702009553792,40.58717829858134,56.14187621587278,-172.61642460576672,2.0329799044620844,0.7095327265601166,123.06896642072078
2120,Y9999 加權指數,2021-08-30,17244.62,17244.62,17396.52,17396.52,6286680,1.0842,16848.481,16984.376545454546,735.1599999999999,100.0,49.60831800446368,61.370824939653104,-156.98615855996087,-0.0,1.2283739302172374,140.75314421096337
2121,Y9999 加權指數,2021-08-31,17384.61,17207.57,17490.29,17490.29,7594890,0.539,16931.374,17101.069090909088,664.0200000000004,100.0,59.5705014300573,63.781964069689145,-135.7936582718902,-0.0,0.33167091114884,114.61283231048334
2122,Y9999 加權指數,2021-09-01,17463.8,17415.52,17503.93,17473.99,7417302,-0.0932,16996.146,17199.72654545455,1098.590000000002,97.61595731974371,66.00485692799138,63.02219511721503,-112.17635896782222,2.384042680256293,0.15428118991063727,104.79103614907656
2123,Y9999 加權指數,2021-09-02,17455.92,17319.76,17523.16,17319.76,7363528,-0.8826,17090.582000000002,17258.565454545456,977.8199999999979,84.04805972958549,74.40966290094994,56.008077212577604,-90.48227743156394,15.951940270414521,0.2417404129793407,74.99098796738203
2124,Y9999 加權指數,2021-09-03,17380.52,17380.52,17540.78,17516.92,7417361,1.1384,17208.079999999998,17336.081454545456,775.0799999999981,97.79411084916556,83.45397221037561,62.01317368182686,-67.7790710726269,2.205889150834428,1.3791339074004907,84.83646572659872
2125,Y9999 加權指數,2021-09-06,17534.05,17461.07,17633.67,17495.3,8125514,-0.1234,17283.426,17388.303272727273,676.5699999999997,83.79305902057938,87.96620105440704,60.998651265745785,-45.82395667710022,16.206940979420626,0.676419466975672,86.97817974325947
2126,Y9999 加權指數,2021-09-07,17534.38,17388.37,17559.21,17428.87,6809125,-0.3797,17344.440000000002,17414.747636363638,383.0099999999984,74.79663791087755,90.15775972280224,57.771935856753295,-26.444064992360197,25.20336208912245,0.37409271833294194,56.778225828930246
2127,Y9999 加權指數,2021-09-08,17411.53,17167.08,17447.58,17270.49,6716726,-0.9087,17366.903,17401.302181818184,203.53000000000247,44.038337082807345,86.46255076233176,50.67131702790124,-12.160787983912666,55.961662917192655,0.06670231729056245,-37.74007662254607
2128,Y9999 加權指數,2021-09-09,17175.04,17122.95,17319.09,17304.33,5177907,0.1959,17390.64,17389.925272727272,94.40000000000146,48.00524147076987,82.80584234790669,52.069858961165075,-1.2531089679226248,51.99475852923013,0.24778219639032675,-90.73271182858203
2129,Y9999 加權指數,2021-09-10,17270.28,17270.28,17474.57,17474.57,5898868,0.9838,17417.104,17405.18527272727,78.04999999999927,68.8479010025064,79.89393043860353,58.626572627981076,9.685947925387659,31.152098997493603,0.8333251749963152,5.227043659929506
2130,Y9999 加權指數,2021-09-13,17452.16,17387.57,17482.57,17446.31,5932740,-0.1617,17422.083,17410.495454545453,-43.97999999999956,63.31453634085255,76.2253840726888,57.183733032182104,19.59828039657045,36.685463659147445,0.08421052631578947,29.559344008616318
2131,Y9999 加權指數,2021-09-14,17463.78,17424.54,17529.47,17434.9,5669147,-0.0654,17416.544,17412.82581818182,-39.090000000000146,61.08043546365958,72.33342761905475,56.559281966153144,28.120752712041316,38.91956453634041,0.7925283522348197,46.04395884680892
2132,Y9999 加權指數,2021-09-15,17434.02,17316.52,17439.75,17354.0,5732189,-0.464,17404.545000000002,17401.454181818182,34.2400000000016,45.24005325814544,67.0958372128949,52.07896613421917,33.97052039209587,54.75994674185456,0.03935729935891067,-37.97104659866242
2133,Y9999 加權指數,2021-09-16,17332.34,17254.1,17411.37,17278.7,5725790,-0.4339,17400.439,17378.573272727277,-238.21999999999753,30.496162280701903,61.74064746800656,48.13553307091605,36.55964088862321,69.5038377192981,0.36478667260125147,-76.58465896580002
2134,Y9999 加權指數,2021-09-17,17279.29,17235.45,17408.71,17276.79,6567681,-0.0111,17376.426,17356.09163636364,-218.5099999999984,30.122180451127996,54.9734544282028,48.033027383886214,36.855525173687866,69.877819548872,0.750375158720995,-66.79274136592714
2135,Y9999 加權指數,2021-09-22,17196.79,16838.58,17196.79,16925.82,7253281,-2.0315,17319.478000000003,17274.163272727274,-503.0499999999993,12.106073852045888,47.80475591134946,33.477468065153154,30.015020121129705,87.89392614795412,-0.22333268194634487,-231.51830321825574
2136,Y9999 加權指數,2021-09-23,16998.07,16998.07,17145.25,17078.22,5730646,0.9004,17284.413000000004,17230.298181818183,-192.27000000000044,34.6856952626322,43.79366164652492,41.96278323181425,21.423197754021906,65.31430473736779,1.4908955021062635,-128.54893052919837
2137,Y9999 加權指數,2021-09-24,17130.74,17130.74,17273.59,17260.19,6101942,1.0655,17283.383,17225.894,-44.140000000003056,61.024186194618146,45.492246557706,50.36277763481019,15.03847841868175,38.975813805381854,1.3676583829191526,-34.15921243057606
2138,Y9999 加權指數,2021-09-27,17278.11,17235.68,17335.99,17313.77,6662794,0.3104,17284.327,17231.41890909091,-160.79999999999927,68.77940048343427,47.56966245897244,52.606906942617684,11.192387915319719,31.220599516565716,0.7556574618682277,4.237709609199918
2139,Y9999 加權指數,2021-09-28,17286.89,17113.47,17286.89,17181.44,5800849,-0.7643,17255.014000000003,17212.712181818184,-264.8700000000026,49.62584492466199,45.647456851188,46.800541353068255,7.002321622684114,50.374155075338,-0.15499942336524788,-41.024748178774274
2140,Y9999 加權指數,2021-09-29,17127.86,16801.78,17127.86,16855.46,7361396,-1.8973,17195.929,17140.066,-579.4400000000023,7.37676757960122,40.05367997506286,35.94233616212462,-2.400472052156334,92.62323242039878,-0.1643155053974418,-141.01511220610985
2141,Y9999 加權指數,2021-09-30,16886.57,16767.2,16994.21,16934.77,6340103,0.4705,17145.916,17092.582545454545,-419.22999999999956,24.915619656531096,36.43719839435001,39.7228789205,-13.306776390319435,75.08438034346891,0.6112065547773269,-115.98010028274082
2142,Y9999 加權指數,2021-10-01,16883.0,16503.74,16883.0,16570.89,7878762,-2.1487,17067.605,16988.03236363636,-707.8100000000013,7.398389211462602,32.653031989681736,30.535757063919583,-30.358889631606413,92.6016107885374,-0.13650266308073788,-161.7567463654333
2143,Y9999 加權指數,2021-10-04,16600.52,16380.06,16680.29,16408.35,6696156,-0.9809,16980.57,16868.167818181817,-868.4400000000023,2.7502065814416046,29.8784364197557,27.391525389831084,-52.893213594667394,97.2497934185584,0.3643873030676513,-160.8635354789023
2144,Y9999 加權指數,2021-10-05,16362.27,16162.17,16460.75,16460.75,6867850,0.3193,16898.966,16773.65509090909,-465.0699999999997,25.436608679354546,29.40987924257836,29.97433050792081,-76.7258288027256,74.56339132064545,0.17549735414294818,-147.72607402113124
2145,Y9999 加權指數,2021-10-06,16488.21,16303.63,16568.21,16393.16,6173594,-0.4106,16845.7,16681.690363636364,-685.0600000000013,19.67848562812011,30.16712042018578,28.52032055986724,-101.02632803080962,80.32151437187989,0.4061531483861182,-96.66642200915133
2146,Y9999 加權指數,2021-10-07,16465.57,16465.57,16731.58,16713.86,6432919,1.9563,16809.264,16657.719454545455,-546.3299999999981,46.999539963537835,31.398504890276342,43.077463180446166,-118.99937494032974,53.00046003646217,1.2722078117363982,-38.75084994673482
2147,Y9999 加權指數,2021-10-08,16742.35,16605.49,16771.71,16640.43,5898171,-0.4393,16747.288,16627.022363636363,-673.3400000000001,40.74389599768274,29.3704758705828,40.955500055699105,-132.9646296185918,59.25610400231726,0.34803272771025995,-21.228387148108986
2148,Y9999 加權指數,2021-10-12,16589.72,16349.49,16589.72,16462.84,5959453,-1.0672,16662.195,16575.304545454546,-718.5999999999985,26.73287573796147,25.165823396035524,36.16794271698881,-146.21608748588102,73.26712426203854,-0.21108937268450584,-68.01480064507216
